patent_id,uspc_subclass_title
7620819,Digital neuron processor
7620819,"Hybrid network (i.e., analog and digital)"
7623563,"Beamforming (e.g., target location, radar)"
7623915,Medical
7623970,KNOWLEDGE PROCESSING SYSTEM
7624020,NEURAL NETWORK
7624076,NEURAL NETWORK
7624076,KNOWLEDGE PROCESSING SYSTEM
7624080,"Signal processing (e.g., filter)"
7624080,Knowledge acquisition by a knowledge processing system
7624080,Learning method
7624085,Control
7624085,Learning task
7624086,PLURAL PROCESSING SYSTEMS
7624086,KNOWLEDGE PROCESSING SYSTEM
7624086,Knowledge acquisition by a knowledge processing system
7624086,Having specific management of a knowledge base
7624087,KNOWLEDGE PROCESSING SYSTEM
7624088,KNOWLEDGE PROCESSING SYSTEM
7624130,"Semantic network (e.g., conceptual dependency, fact based structure)"
7624377,KNOWLEDGE PROCESSING SYSTEM
7627389,Prediction
7627389,MACHINE LEARNING
7627390,MACHINE LEARNING
7627390,Prediction
7627537,KNOWLEDGE PROCESSING SYSTEM
7627538,KNOWLEDGE PROCESSING SYSTEM
7627540,KNOWLEDGE PROCESSING SYSTEM
7627543,"Reasoning under uncertainty (e.g., fuzzy logic)"
7627543,Classification or recognition
7627543,KNOWLEDGE PROCESSING SYSTEM
7627564,KNOWLEDGE PROCESSING SYSTEM
7627565,Classification or recognition
7627632,FUZZY LOGIC HARDWARE
7630525,Classification or recognition
7630868,Learning method
7630868,ADAPTIVE SYSTEM
7630943,KNOWLEDGE PROCESSING SYSTEM
7630946,Knowledge representation and reasoning technique
7630946,Ruled
7630952,ADAPTIVE SYSTEM
7630952,MACHINE LEARNING
7630952,Expert system shell or tool
7630952,KNOWLEDGE PROCESSING SYSTEM
7630955,KNOWLEDGE PROCESSING SYSTEM
7634361,ADAPTIVE SYSTEM
7634361,Knowledge representation and reasoning technique
7634361,MACHINE LEARNING
7634417,Control
7634450,KNOWLEDGE PROCESSING SYSTEM
7634451,Constraint optimization problem solving
7634451,Control
7634452,Having specific pattern matching or control technique
7634452,KNOWLEDGE PROCESSING SYSTEM
7634687,Learning method
7636651,Constraint optimization problem solving
7636701,KNOWLEDGE PROCESSING SYSTEM
7636702,Knowledge representation and reasoning technique
7636702,KNOWLEDGE PROCESSING SYSTEM
7636702,Having specific management of a knowledge base
7637735,Radiant energy neural network
7637735,Digital neural network
7637735,KNOWLEDGE PROCESSING SYSTEM
7637735,Learning task
7639671,Ruled
7639868,Classification or recognition
7639869,Classification or recognition
7639869,By neural network
7640218,Knowledge representation and reasoning technique
7640219,KNOWLEDGE PROCESSING SYSTEM
7640219,NEURAL NETWORK
7640220,Knowledge representation and reasoning technique
7640220,Ruled
7640221,KNOWLEDGE PROCESSING SYSTEM
7640221,Ruled
7640222,Having specific pattern matching or control technique
7640222,Knowledge representation and reasoning technique
7640222,KNOWLEDGE PROCESSING SYSTEM
7640224,"Reasoning under uncertainty (e.g., fuzzy logic)"
7640224,KNOWLEDGE PROCESSING SYSTEM
7640225,HAVING PARTICULAR USER INTERFACE
7640226,KNOWLEDGE PROCESSING SYSTEM
7640537,Prediction
7643966,Association
7643966,Classification or recognition
7644047,Classification or recognition
7644048,KNOWLEDGE PROCESSING SYSTEM
7644049,Prediction
7644049,Classification or recognition
7644051,KNOWLEDGE PROCESSING SYSTEM
7644051,Control
7644051,Learning task
7644053,Having specific management of a knowledge base
7644055,KNOWLEDGE PROCESSING SYSTEM
7644055,Having specific pattern matching or control technique
7644056,ADAPTIVE SYSTEM
7644056,Knowledge representation and reasoning technique
7644057,Knowledge representation and reasoning technique
7644057,KNOWLEDGE PROCESSING SYSTEM
7644057,Classification or recognition
7644057,MACHINE LEARNING
7644058,KNOWLEDGE PROCESSING SYSTEM
7644059,KNOWLEDGE PROCESSING SYSTEM
7644060,KNOWLEDGE PROCESSING SYSTEM
7644060,HAVING PARTICULAR USER INTERFACE
7644060,Knowledge representation and reasoning technique
7644072,Classification or recognition
7644078,Having specific pattern matching or control technique
7644079,Having specific pattern matching or control technique
7644150,MACHINE LEARNING
7644150,NEURAL NETWORK
7646924,Classification or recognition
7647126,Ruled
7647212,MACHINE LEARNING
7647212,HAVING PARTICULAR USER INTERFACE
7647234,Medical
7647285,MISCELLANEOUS
7647287,Association
7647287,Architecture
7647287,Structure
7647290,KNOWLEDGE PROCESSING SYSTEM
7647290,HAVING PARTICULAR USER INTERFACE
7647314,MACHINE LEARNING
7650004,Genetic algorithm and genetic programming system
7650263,Knowledge representation and reasoning technique
7650263,Having specific pattern matching or control technique
7650263,Ruled
7650272,Knowledge representation and reasoning technique
7650272,Ruled
7650272,"Semantic network (e.g., conceptual dependency, fact based structure)"
7650272,"Reasoning under uncertainty (e.g., fuzzy logic)"
7650272,KNOWLEDGE PROCESSING SYSTEM
7650319,Knowledge representation and reasoning technique
7650321,Learning task
7650321,Classification or recognition
7650327,Having specific pattern matching or control technique
7650339,Knowledge representation and reasoning technique
7653456,KNOWLEDGE PROCESSING SYSTEM
7653520,Temporal logic
7653520,Knowledge representation and reasoning technique
7653605,Prediction
7653606,NEURAL NETWORK
7653606,Association
7653606,Prediction
7653606,"Signal processing (e.g., filter)"
7653610,KNOWLEDGE PROCESSING SYSTEM
7653694,Fuzzy neural network
7657345,PLURAL PROCESSING SYSTEMS
7657406,"Reasoning under uncertainty (e.g., fuzzy logic)"
7657406,KNOWLEDGE PROCESSING SYSTEM
7657416,"Layout (e.g., circuit, construction)"
7657493,Knowledge acquisition by a knowledge processing system
7657496,Learning task
7657496,NEURAL NETWORK
7657497,Knowledge representation and reasoning technique
7657497,Ruled
7657498,Knowledge acquisition by a knowledge processing system
7657518,Classification or recognition
7657543,KNOWLEDGE PROCESSING SYSTEM
7657543,Knowledge representation and reasoning technique
7657543,Knowledge acquisition by a knowledge processing system
7657543,Expert system shell or tool
7660459,Learning method
7660459,Prediction
7660705,Having specific management of a knowledge base
7660709,KNOWLEDGE PROCESSING SYSTEM
7660773,KNOWLEDGE PROCESSING SYSTEM
7660774,Architecture
7660776,Knowledge representation and reasoning technique
7660776,Ruled
7660779,Association
7660820,"Semantic network (e.g., conceptual dependency, fact based structure)"
7663474,Fuzzy neural network
7664328,Constraint optimization problem solving
7664328,KNOWLEDGE PROCESSING SYSTEM
7664328,Classification or recognition
7664570,KNOWLEDGE PROCESSING SYSTEM
7664570,Having specific pattern matching or control technique
7664570,Ruled
7664570,Knowledge representation and reasoning technique
7664570,Non
7664570,Blackboard system
7664570,Having specific management of a knowledge base
7664627,KNOWLEDGE PROCESSING SYSTEM
7664627,"Semantic network (e.g., conceptual dependency, fact based structure)"
7664683,Genetic algorithm and genetic programming system
7664713,Having specific pattern matching or control technique
7664714,KNOWLEDGE PROCESSING SYSTEM
7664716,KNOWLEDGE PROCESSING SYSTEM
7664718,Knowledge representation and reasoning technique
7664718,Classification or recognition
7664720,Genetic algorithm and genetic programming system
7664722,KNOWLEDGE PROCESSING SYSTEM
7664722,Ruled
7664723,Predicate logic or predicate calculus
7664962,NEURAL NETWORK
7668664,Having specific pattern matching or control technique
7668664,Genetic algorithm and genetic programming system
7668737,Having specific management of a knowledge base
7668753,Ruled
7668788,MACHINE LEARNING
7668788,ADAPTIVE SYSTEM
7668789,NEURAL NETWORK
7668789,MACHINE LEARNING
7668789,Prediction
7668794,Classification or recognition
7668795,Learning method
7668797,Knowledge representation and reasoning technique
7668797,KNOWLEDGE PROCESSING SYSTEM
7668843,Creation or modification
7669133,KNOWLEDGE PROCESSING SYSTEM
7672909,Classification or recognition
7672909,Prediction
7672910,KNOWLEDGE PROCESSING SYSTEM
7672913,MACHINE LEARNING
7672920,KNOWLEDGE PROCESSING SYSTEM
7672921,MACHINE LEARNING
7672986,Having specific pattern matching or control technique
7672986,KNOWLEDGE PROCESSING SYSTEM
7676076,NEURAL NETWORK
7676350,Genetic algorithm and genetic programming system
7676441,Learning task
7676441,"Signal processing (e.g., filter)"
7676441,MACHINE LEARNING
7676441,Prediction
7676441,ADAPTIVE SYSTEM
7676441,Structure
7676441,NEURAL NETWORK
7676442,MACHINE LEARNING
7676485,"Semantic network (e.g., conceptual dependency, fact based structure)"
7680746,KNOWLEDGE PROCESSING SYSTEM
7680747,KNOWLEDGE PROCESSING SYSTEM
7680748,Classification or recognition
7680748,MACHINE LEARNING
7680750,KNOWLEDGE PROCESSING SYSTEM
7680751,NEURAL NETWORK
7680751,ADAPTIVE SYSTEM
7680751,Classification or recognition
7680753,Ruled
7680753,Knowledge representation and reasoning technique
7680753,ADAPTIVE SYSTEM
7680756,MISCELLANEOUS
7680890,FUZZY LOGIC
7680906,Ruled
7684897,"Analog fuzzy computer (e.g., controller)"
7684897,"Digital fuzzy computer (e.g., controller)"
7684897,FUZZY LOGIC HARDWARE
7684897,Fuzzy neural network
7684897,By neural network
7685078,KNOWLEDGE PROCESSING SYSTEM
7685080,Prediction
7685082,Ruled
7685082,Knowledge representation and reasoning technique
7685084,Knowledge representation and reasoning technique
7685084,MACHINE LEARNING
7685084,Ruled
7685085,Ruled
7685085,Knowledge representation and reasoning technique
7685086,Creation or modification
7685086,Having specific management of a knowledge base
7685086,Knowledge representation and reasoning technique
7685087,KNOWLEDGE PROCESSING SYSTEM
7685089,KNOWLEDGE PROCESSING SYSTEM
7685089,Classification or recognition
7685089,Prediction
7685099,Fuzzy inference processing
7685100,Fuzzy inference processing
7685118,KNOWLEDGE PROCESSING SYSTEM
7685179,Constraint optimization problem solving
7685277,MACHINE LEARNING
7685278,ADAPTIVE SYSTEM
7685632,Ruled
7689523,Knowledge representation and reasoning technique
7689524,MACHINE LEARNING
7689524,"Reasoning under uncertainty (e.g., fuzzy logic)"
7689525,Knowledge representation and reasoning technique
7689525,"Reasoning under uncertainty (e.g., fuzzy logic)"
7689525,Ruled
7689525,MISCELLANEOUS
7689525,"Semantic network (e.g., conceptual dependency, fact based structure)"
7689528,Constraint optimization problem solving
7689622,Fuzzy inference processing
7689629,KNOWLEDGE PROCESSING SYSTEM
7689899,Knowledge representation and reasoning technique
7689919,KNOWLEDGE PROCESSING SYSTEM
7689919,Knowledge acquisition by a knowledge processing system
7693608,ADAPTIVE SYSTEM
7693664,KNOWLEDGE PROCESSING SYSTEM
7693670,Process plant
7693670,Power plant
7693804,KNOWLEDGE PROCESSING SYSTEM
7693810,Business
7693823,Fuzzy inference processing
7693908,Fuzzy inference processing
7693982,Classification or recognition
7693982,Prediction
7696427,Knowledge representation and reasoning technique
7697004,FUZZY LOGIC
7697765,Classification or recognition
7698104,Vehicle or aerospace
7698113,Architecture
7698235,KNOWLEDGE PROCESSING SYSTEM
7698237,KNOWLEDGE PROCESSING SYSTEM
7698238,Prediction
7698241,Knowledge representation and reasoning technique
7698241,Ruled
7698249,Prediction
7698249,Learning task
7698255,KNOWLEDGE PROCESSING SYSTEM
7698271,Knowledge representation and reasoning technique
7698283,KNOWLEDGE PROCESSING SYSTEM
7698294,Having specific pattern matching or control technique
7701353,Medical
7701353,HAVING PARTICULAR USER INTERFACE
7701353,KNOWLEDGE PROCESSING SYSTEM
7702104,Genetic algorithm and genetic programming system
7702155,Classification or recognition
7702489,Genetic algorithm and genetic programming system
7702519,Control
7702596,NEURAL NETWORK
7702596,Learning task
7702596,ADAPTIVE SYSTEM
7702596,Prediction
7702596,MACHINE LEARNING
7702598,MISCELLANEOUS
7702599,Learning method
7702599,Classification or recognition
7702599,Association
7702599,Information retrieval or information management
7702601,Knowledge representation and reasoning technique
7702601,HAVING PARTICULAR USER INTERFACE
7702601,Ruled
7702601,MISCELLANEOUS
7702601,Having specific pattern matching or control technique
7702605,Knowledge representation and reasoning technique
7702606,Ruled
7702606,Knowledge representation and reasoning technique
7702607,KNOWLEDGE PROCESSING SYSTEM
7703042,KNOWLEDGE PROCESSING SYSTEM
7703072,Knowledge representation and reasoning technique
7703072,Knowledge acquisition by a knowledge processing system
7707089,Ruled
7707128,Structure
7707128,Architecture
7707128,Classification or recognition
7707131,"Reasoning under uncertainty (e.g., fuzzy logic)"
7707131,Knowledge representation and reasoning technique
7707134,Classification or recognition
7707135,Prediction
7707135,Association
7707135,"Semantic network (e.g., conceptual dependency, fact based structure)"
7707135,Knowledge representation and reasoning technique
7707135,KNOWLEDGE PROCESSING SYSTEM
7707135,Having specific pattern matching or control technique
7707135,Classification or recognition
7707135,ADAPTIVE SYSTEM
7707135,Ruled
7707200,Prediction
7707220,Genetic algorithm and genetic programming system
7707451,Constraint optimization problem solving
7708562,Education or instruction
7708562,Knowledge acquisition by a knowledge processing system
7708638,"Reasoning under uncertainty (e.g., fuzzy logic)"
7711636,Prediction
7711636,Knowledge representation and reasoning technique
7711653,KNOWLEDGE PROCESSING SYSTEM
7711660,Ruled
7711668,Classification or recognition
7711672,Having specific management of a knowledge base
7711672,PLURAL PROCESSING SYSTEMS
7711672,Analogical reasoning system
7711674,Genetic algorithm and genetic programming system
7711774,MISCELLANEOUS
7711778,KNOWLEDGE PROCESSING SYSTEM
7711778,Genetic algorithm and genetic programming system
7716047,FUZZY LOGIC HARDWARE
7716144,KNOWLEDGE PROCESSING SYSTEM
7716147,Classification or recognition
7716147,NEURAL NETWORK
7716147,Association
7716147,Learning task
7716147,Approximation
7716148,Learning method
7716148,Prediction
7716148,Classification or recognition
7716152,Classification or recognition
7716153,Classification or recognition
7716153,"Signal processing (e.g., filter)"
7716154,KNOWLEDGE PROCESSING SYSTEM
7716155,Having specific pattern matching or control technique
7716155,Knowledge representation and reasoning technique
7716219,Approximation
7720614,KNOWLEDGE PROCESSING SYSTEM
7720774,Genetic algorithm and genetic programming system
7720776,Ruled
7720776,Knowledge representation and reasoning technique
7720783,KNOWLEDGE PROCESSING SYSTEM
7720787,"Reasoning under uncertainty (e.g., fuzzy logic)"
7720993,Constraint optimization problem solving
7721304,Prediction
7721336,KNOWLEDGE PROCESSING SYSTEM
7721336,NEURAL NETWORK
7721336,Learning task
7721336,Learning method
7721336,Ruled
7721336,Prediction
7721336,Constraint optimization problem solving
7721336,By neural network
7721336,Classification or recognition
7724961,Classification or recognition
7725205,Semiconductor neural network
7725300,Prediction
7725407,KNOWLEDGE PROCESSING SYSTEM
7725407,Knowledge representation and reasoning technique
7725407,Having specific pattern matching or control technique
7725412,Recurrent
7725413,Knowledge acquisition by a knowledge processing system
7725413,Ruled
7725414,MISCELLANEOUS
7725414,Knowledge representation and reasoning technique
7725416,KNOWLEDGE PROCESSING SYSTEM
7725416,Knowledge representation and reasoning technique
7725420,Prediction
7728254,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
7728254,FUZZY LOGIC
7729437,NEURAL NETWORK
7729808,ADAPTIVE SYSTEM
7729810,NEURAL NETWORK
7729810,Prediction
7729953,Architecture
7729953,ADAPTIVE SYSTEM
7729953,Having digital weight
7730002,KNOWLEDGE PROCESSING SYSTEM
7730005,Knowledge representation and reasoning technique
7730007,Ruled
7730007,Classification or recognition
7730008,KNOWLEDGE PROCESSING SYSTEM
7730008,Information retrieval or information management
7730086,Modifiable weight
7730086,NEURAL NETWORK
7730086,Learning method
7730121,PLURAL PROCESSING SYSTEMS
7730429,Creation or modification
7730429,HAVING PARTICULAR USER INTERFACE
7730429,"Semantic network (e.g., conceptual dependency, fact based structure)"
7734245,Weather
7734245,Environment
7734480,KNOWLEDGE PROCESSING SYSTEM
7734492,Having specific management of a knowledge base
7734556,Classification or recognition
7734556,Learning task
7734562,Classification or recognition
7734563,KNOWLEDGE PROCESSING SYSTEM
7734623,Knowledge representation and reasoning technique
7734623,Ruled
7734623,Predicate logic or predicate calculus
7734699,KNOWLEDGE PROCESSING SYSTEM
7734699,ADAPTIVE SYSTEM
7738484,KNOWLEDGE PROCESSING SYSTEM
7739080,Ruled
7739102,ADAPTIVE SYSTEM
7739209,Association
7739209,KNOWLEDGE PROCESSING SYSTEM
7739212,Creation or modification
7739213,KNOWLEDGE PROCESSING SYSTEM
7739213,MISCELLANEOUS
7739213,"Semantic network (e.g., conceptual dependency, fact based structure)"
7739213,"Reasoning under uncertainty (e.g., fuzzy logic)"
7739213,Association
7739213,Knowledge acquisition by a knowledge processing system
7739217,HAVING PARTICULAR USER INTERFACE
7739217,Expert system shell or tool
7739217,MACHINE LEARNING
7739337,Learning task
7739607,Knowledge acquisition by a knowledge processing system
7739607,KNOWLEDGE PROCESSING SYSTEM
7739607,Expert system shell or tool
7739671,Ruled
7739671,Computer program preparation
7739671,Predicate logic or predicate calculus
7739671,Knowledge representation and reasoning technique
7739671,Expert system shell or tool
7742854,Vehicle or aerospace
7743004,Using pulse modulation
7743004,Multilayer feedforward
7743004,"Hybrid network (i.e., analog and digital)"
7743005,KNOWLEDGE PROCESSING SYSTEM
7743005,NEURAL NETWORK
7743005,Constraint optimization problem solving
7743006,KNOWLEDGE PROCESSING SYSTEM
7743009,Prediction
7743058,KNOWLEDGE PROCESSING SYSTEM
7743078,Knowledge representation and reasoning technique
7743078,MACHINE LEARNING
7743086,ADAPTIVE SYSTEM
7743086,MACHINE LEARNING
7743150,Ruled
7743325,Constraint optimization problem solving
7743335,Construction
7743335,"Designing, planning, programming, CAD, CASE"
7747069,ADAPTIVE SYSTEM
7747070,NEURAL NETWORK
7747070,MACHINE LEARNING
7747084,Classification or recognition
7747419,Prediction
7747419,NEURAL NETWORK
7747419,Genetic algorithm and genetic programming system
7747545,Ruled
7747549,Architecture
7747587,Ruled
7747760,MISCELLANEOUS
7751938,Knowledge acquisition by a knowledge processing system
7751938,KNOWLEDGE PROCESSING SYSTEM
7751938,Knowledge representation and reasoning technique
7751938,Creation or modification
7752151,Structure
7752151,Semiconductor neural network
7752151,Architecture
7752151,Learning method
7752153,Having specific management of a knowledge base
7752153,Having specific pattern matching or control technique
7752154,MISCELLANEOUS
7752155,Knowledge representation and reasoning technique
7752155,ADAPTIVE SYSTEM
7752157,Fuzzy inference processing
7752157,KNOWLEDGE PROCESSING SYSTEM
7752159,Classification or recognition
7752159,Knowledge representation and reasoning technique
7752159,"Semantic network (e.g., conceptual dependency, fact based structure)"
7752159,KNOWLEDGE PROCESSING SYSTEM
7752159,MACHINE LEARNING
7752287,MACHINE LEARNING
7752608,Knowledge representation and reasoning technique
7752608,Ruled
7752608,Predicate logic or predicate calculus
7752608,Expert system shell or tool
7756798,KNOWLEDGE PROCESSING SYSTEM
7756800,Association
7756800,MACHINE LEARNING
7756808,KNOWLEDGE PROCESSING SYSTEM
7756809,KNOWLEDGE PROCESSING SYSTEM
7756823,Knowledge acquisition by a knowledge processing system
7757002,Analogical reasoning system
7757220,KNOWLEDGE PROCESSING SYSTEM
7760946,Classification or recognition
7760946,MACHINE LEARNING
7761287,"Semantic network (e.g., conceptual dependency, fact based structure)"
7761334,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
7761389,MACHINE LEARNING
7761389,Prediction
7761389,FUZZY LOGIC HARDWARE
7761389,NEURAL NETWORK
7761389,Classification or recognition
7761390,Frame
7761390,"Digital fuzzy computer (e.g., controller)"
7761391,KNOWLEDGE PROCESSING SYSTEM
7761394,Ruled
7761394,Knowledge representation and reasoning technique
7761396,KNOWLEDGE PROCESSING SYSTEM
7761398,Ruled
7761398,Knowledge representation and reasoning technique
7761400,Knowledge representation and reasoning technique
7761400,KNOWLEDGE PROCESSING SYSTEM
7761400,Ruled
7761400,Having specific pattern matching or control technique
7761401,KNOWLEDGE PROCESSING SYSTEM
7761423,NEURAL NETWORK
7761478,KNOWLEDGE PROCESSING SYSTEM
7761499,PLURAL PROCESSING SYSTEMS
7765029,ADAPTIVE SYSTEM
7765029,Learning task
7765029,Classification or recognition
7765029,NEURAL NETWORK
7765066,"Beamforming (e.g., target location, radar)"
7765096,Knowledge representation and reasoning technique
7765096,Learning method
7765096,NEURAL NETWORK
7765174,Semiconductor neural network
7765174,NEURAL NETWORK
7765175,Ruled
7765175,Constraint optimization problem solving
7765175,MACHINE LEARNING
7765175,Knowledge representation and reasoning technique
7765178,MACHINE LEARNING
7765178,Classification or recognition
7765499,Classification or recognition
7765499,Single
7765557,Ruled
7765557,Prediction
7768414,Medical
7769482,NEURAL NETWORK
7769507,Fuzzy neural network
7769706,APPLICATION USING AI WITH DETAIL OF THE AI SYSTEM
7769763,Classification or recognition
7769763,MACHINE LEARNING
7774143,NEURAL NETWORK
7774143,Genetic algorithm and genetic programming system
7774165,Expert system shell or tool
7774165,MACHINE LEARNING
7774288,KNOWLEDGE PROCESSING SYSTEM
7774294,Knowledge acquisition by a knowledge processing system
7774294,Knowledge representation and reasoning technique
7774294,KNOWLEDGE PROCESSING SYSTEM
7774714,"Designing, planning, programming, CAD, CASE"
7778463,Classification or recognition
7778781,KNOWLEDGE PROCESSING SYSTEM
7778803,Classification or recognition
7778803,MACHINE LEARNING
7778808,Genetic algorithm and genetic programming system
7778808,Knowledge representation and reasoning technique
7778871,"Reasoning under uncertainty (e.g., fuzzy logic)"
7778946,Architecture
7778951,MISCELLANEOUS
7779104,Having specific management of a knowledge base
7779104,Ruled
7779156,Having specific pattern matching or control technique
7782186,Ruled
7782974,ADAPTIVE SYSTEM
7783086,Learning task
7783086,Learning method
7783457,MACHINE LEARNING
7783565,KNOWLEDGE PROCESSING SYSTEM
7783586,MISCELLANEOUS
7783587,Ruled
7783642,"Semantic network (e.g., conceptual dependency, fact based structure)"
7783659,HAVING PARTICULAR USER INTERFACE
7783659,Genetic algorithm and genetic programming system
7783659,MACHINE LEARNING
7783659,ADAPTIVE SYSTEM
7784050,"Digital fuzzy computer (e.g., controller)"
7785218,"Reasoning under uncertainty (e.g., fuzzy logic)"
7785218,Fuzzy inference processing
7787969,Neural simulation environment
7787969,NEURAL NETWORK
7788052,Fuzzy neural network
7788094,KNOWLEDGE PROCESSING SYSTEM
7788192,KNOWLEDGE PROCESSING SYSTEM
7788192,MISCELLANEOUS
7788194,Learning method
7788194,Classification or recognition
7788196,Multilayer feedforward
7788196,Architecture
7788196,Classification or recognition
7788198,Ruled
7788198,Having specific pattern matching or control technique
7788199,Ruled
7788199,KNOWLEDGE PROCESSING SYSTEM
7788202,MISCELLANEOUS
7788203,MISCELLANEOUS
7788204,KNOWLEDGE PROCESSING SYSTEM
7788206,Ruled
7788206,Having specific management of a knowledge base
7788206,KNOWLEDGE PROCESSING SYSTEM
7788206,Knowledge representation and reasoning technique
7788264,Classification or recognition
7788579,Constraint optimization problem solving
7788631,KNOWLEDGE PROCESSING SYSTEM
7788631,Expert system shell or tool
7788631,Ruled
7788631,Knowledge acquisition by a knowledge processing system
7788631,Knowledge representation and reasoning technique
7788641,Having specific management of a knowledge base
7788641,Having specific pattern matching or control technique
7792767,NEURAL NETWORK
7792768,Learning task
7792768,KNOWLEDGE PROCESSING SYSTEM
7792768,MACHINE LEARNING
7792769,Temporal logic
7792769,"Semantic network (e.g., conceptual dependency, fact based structure)"
7792771,Classification or recognition
7792772,MACHINE LEARNING
7792772,Frame
7792772,Prediction
7792774,MISCELLANEOUS
7792776,MISCELLANEOUS
7792830,MACHINE LEARNING
7792830,Ruled
7792834,ADAPTIVE SYSTEM
7792834,MACHINE LEARNING
7792834,Genetic algorithm and genetic programming system
7792869,Genetic algorithm and genetic programming system
7793151,Having specific pattern matching or control technique
7796821,FUZZY LOGIC HARDWARE
7797103,Having specific pattern matching or control technique
7797113,Classification or recognition
7797113,Ruled
7797113,"Reasoning under uncertainty (e.g., fuzzy logic)"
7797259,Architecture
7797260,Knowledge representation and reasoning technique
7797260,KNOWLEDGE PROCESSING SYSTEM
7797263,MISCELLANEOUS
7797263,Ruled
7797265,Classification or recognition
7797267,Prediction
7797267,"Reasoning under uncertainty (e.g., fuzzy logic)"
7797268,Fuzzy inference processing
7797268,FUZZY LOGIC HARDWARE
7797268,MISCELLANEOUS
7797289,Ruled
7797771,KNOWLEDGE PROCESSING SYSTEM
7797771,Having specific management of a knowledge base
7797771,Radiant energy neural network
7801748,Ruled
7801748,By neural network
7801748,Knowledge representation and reasoning technique
7801834,MACHINE LEARNING
7801835,KNOWLEDGE PROCESSING SYSTEM
7801838,Creation or modification
7801839,MACHINE LEARNING
7801839,Learning task
7801839,NEURAL NETWORK
7801839,Association
7801839,Approximation
7801839,Constraint optimization problem solving
7801839,Classification or recognition
7801841,KNOWLEDGE PROCESSING SYSTEM
7801841,Temporal logic
7801841,Predicate logic or predicate calculus
7801841,Knowledge representation and reasoning technique
7801841,MISCELLANEOUS
7801841,Propositional logic
7801842,KNOWLEDGE PROCESSING SYSTEM
7801926,Expert system shell or tool
7801985,KNOWLEDGE PROCESSING SYSTEM
7801985,Knowledge representation and reasoning technique
7801985,Ruled
7802025,Parallel connection
7805282,Genetic algorithm and genetic programming system
7805309,Learning method
7805309,Association
7805309,Classification or recognition
7805330,Ruled
7805330,MACHINE LEARNING
7805383,ADAPTIVE SYSTEM
7805383,MACHINE LEARNING
7805386,Classification or recognition
7805386,Recurrent
7805387,HAVING PARTICULAR USER INTERFACE
7805388,KNOWLEDGE PROCESSING SYSTEM
7805388,Learning task
7805388,MACHINE LEARNING
7805388,NEURAL NETWORK
7805390,MISCELLANEOUS
7805391,MISCELLANEOUS
7805396,Fuzzy inference processing
7805398,Ruled
7805438,Prediction
7805451,"Semantic network (e.g., conceptual dependency, fact based structure)"
7809487,MACHINE LEARNING
7809655,Classification or recognition
7809655,Prediction
7809655,Constraint optimization problem solving
7809657,KNOWLEDGE PROCESSING SYSTEM
7809657,Classification or recognition
7809659,Learning task
7809659,KNOWLEDGE PROCESSING SYSTEM
7809662,Ruled
7809662,Knowledge representation and reasoning technique
7809663,NEURAL NETWORK
7809663,Constraint optimization problem solving
7809663,Association
7809663,Classification or recognition
7809663,ADAPTIVE SYSTEM
7809663,Learning task
7809663,Prediction
7809663,Approximation
7809666,Knowledge representation and reasoning technique
7809666,KNOWLEDGE PROCESSING SYSTEM
7809668,Fuzzy inference processing
7809668,FUZZY LOGIC HARDWARE
7809726,NEURAL NETWORK
7813274,Knowledge representation and reasoning technique
7813483,Ruled
7813917,KNOWLEDGE PROCESSING SYSTEM
7813917,Analogical reasoning system
7813937,NEURAL NETWORK
7813975,KNOWLEDGE PROCESSING SYSTEM
7814034,ADAPTIVE SYSTEM
7814036,"Geological (e.g., seismology)"
7814048,Creation or modification
7814048,MACHINE LEARNING
7814086,KNOWLEDGE PROCESSING SYSTEM
7814086,Neural simulation environment
7814104,KNOWLEDGE PROCESSING SYSTEM
7814104,MACHINE LEARNING
7814185,ADAPTIVE SYSTEM
7814185,KNOWLEDGE PROCESSING SYSTEM
7814185,MACHINE LEARNING
7817857,Learning method
7817857,Constraint optimization problem solving
7817857,NEURAL NETWORK
7817857,Classification or recognition
7818242,Having specific management of a knowledge base
7818271,MISCELLANEOUS
7818271,Ruled
7818271,KNOWLEDGE PROCESSING SYSTEM
7818271,"Reasoning under uncertainty (e.g., fuzzy logic)"
7818273,Learning method
7818273,Neural simulation environment
7818277,KNOWLEDGE PROCESSING SYSTEM
7818277,Knowledge representation and reasoning technique
7818278,"Semantic network (e.g., conceptual dependency, fact based structure)"
7818278,KNOWLEDGE PROCESSING SYSTEM
7818278,Having specific pattern matching or control technique
7818280,Environment
7818338,KNOWLEDGE PROCESSING SYSTEM
7818338,Knowledge representation and reasoning technique
7818338,Having specific pattern matching or control technique
7818338,Having specific management of a knowledge base
7822554,Prediction
7822554,Approximation
7822554,Association
7822554,ADAPTIVE SYSTEM
7822592,By neural network
7822621,KNOWLEDGE PROCESSING SYSTEM
7822630,Prediction
7822696,Creation or modification
7822698,Having multiplying digital
7822698,Using pulse modulation
7822769,KNOWLEDGE PROCESSING SYSTEM
7822770,KNOWLEDGE PROCESSING SYSTEM
7822781,KNOWLEDGE PROCESSING SYSTEM
7822781,Knowledge representation and reasoning technique
7822781,Ruled
7822783,ADAPTIVE SYSTEM
7823124,Ruled
7823124,Knowledge representation and reasoning technique
